Data_Status,State,MSN,variable,value,Description,Unit,Code12,Energy Type,Code34,Sector
2017F,DE,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DE,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DE,TPOPP,1986,628.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,FL,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,FL,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,FL,TPOPP,1986,11668.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,GA,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,GA,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,GA,TPOPP,1986,6085.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,HI,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,HI,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,HI,TPOPP,1986,1052.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IA,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IA,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IA,TPOPP,1986,2792.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ID,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ID,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ID,TPOPP,1986,990.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IL,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IL,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IL,TPOPP,1986,11387.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IN,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IN,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IN,TPOPP,1986,5454.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KS,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KS,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KS,TPOPP,1986,2433.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KY,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KY,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KY,TPOPP,1986,3688.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,LA,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,LA,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,LA,TPOPP,1986,4407.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MA,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MA,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MA,TPOPP,1986,5903.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MD,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MD,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MD,TPOPP,1986,4487.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ME,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ME,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ME,TPOPP,1986,1170.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MI,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MI,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MI,TPOPP,1986,9128.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MN,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MN,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MN,TPOPP,1986,4205.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MO,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MO,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MO,TPOPP,1986,5023.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MS,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MS,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MS,TPOPP,1986,2594.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MT,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MT,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MT,TPOPP,1986,814.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NC,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NC,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NC,TPOPP,1986,6322.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ND,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ND,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ND,TPOPP,1986,670.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NE,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NE,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NE,TPOPP,1986,1574.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NH,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NH,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NH,TPOPP,1986,1025.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NJ,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NJ,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NJ,TPOPP,1986,7622.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NM,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NM,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NM,TPOPP,1986,1463.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NV,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NV,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NV,TPOPP,1986,981.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NY,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NY,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NY,TPOPP,1986,17833.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OH,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OH,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OH,TPOPP,1986,10730.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OK,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OK,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OK,TPOPP,1986,3253.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OR,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OR,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OR,TPOPP,1986,2684.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,PA,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,PA,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,PA,TPOPP,1986,11783.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,RI,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,RI,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,RI,TPOPP,1986,977.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SC,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SC,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SC,TPOPP,1986,3343.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SD,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SD,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SD,TPOPP,1986,696.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TN,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TN,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TN,TPOPP,1986,4739.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TX,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TX,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TX,TPOPP,1986,16561.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,US,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,US,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,US,TPOPP,1986,240133.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,UT,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,UT,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,UT,TPOPP,1986,1663.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,VA,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,VA,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,VA,TPOPP,1986,5812.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,VT,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,VT,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,VT,TPOPP,1986,534.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WA,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WA,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WA,TPOPP,1986,4453.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WI,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WI,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WI,TPOPP,1986,4756.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WV,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WV,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WV,TPOPP,1986,1882.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WY,GDPRX,1986,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WY,TETGR,1986,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WY,TPOPP,1986,496.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AK,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AK,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AK,TPOPP,1987,539.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AL,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AL,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AL,TPOPP,1987,4015.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AR,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AR,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AR,TPOPP,1987,2342.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AZ,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AZ,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AZ,TPOPP,1987,3437.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CA,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CA,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CA,TPOPP,1987,27777.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CO,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CO,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CO,TPOPP,1987,3260.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CT,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CT,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CT,TPOPP,1987,3247.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DC,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DC,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DC,TPOPP,1987,637.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DE,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DE,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DE,TPOPP,1987,637.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,FL,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,FL,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,FL,TPOPP,1987,11997.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,GA,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,GA,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,GA,TPOPP,1987,6208.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,HI,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,HI,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,HI,TPOPP,1987,1068.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IA,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IA,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IA,TPOPP,1987,2767.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ID,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ID,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ID,TPOPP,1987,985.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IL,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IL,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IL,TPOPP,1987,11391.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IN,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IN,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IN,TPOPP,1987,5473.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KS,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KS,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KS,TPOPP,1987,2445.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KY,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KY,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KY,TPOPP,1987,3683.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,LA,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,LA,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,LA,TPOPP,1987,4344.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MA,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MA,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MA,TPOPP,1987,5935.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MD,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MD,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MD,TPOPP,1987,4566.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ME,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ME,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ME,TPOPP,1987,1185.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MI,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MI,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MI,TPOPP,1987,9187.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MN,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MN,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MN,TPOPP,1987,4235.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MO,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MO,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MO,TPOPP,1987,5057.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MS,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MS,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MS,TPOPP,1987,2589.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MT,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MT,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MT,TPOPP,1987,805.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NC,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NC,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NC,TPOPP,1987,6404.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ND,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ND,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ND,TPOPP,1987,661.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NE,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NE,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NE,TPOPP,1987,1567.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NH,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NH,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NH,TPOPP,1987,1054.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NJ,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NJ,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NJ,TPOPP,1987,7671.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NM,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NM,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NM,TPOPP,1987,1479.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NV,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NV,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NV,TPOPP,1987,1023.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NY,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NY,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NY,TPOPP,1987,17869.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OH,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OH,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OH,TPOPP,1987,10760.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OK,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OK,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OK,TPOPP,1987,3210.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OR,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OR,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OR,TPOPP,1987,2701.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,PA,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,PA,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,PA,TPOPP,1987,11811.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,RI,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,RI,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,RI,TPOPP,1987,990.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SC,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SC,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SC,TPOPP,1987,3381.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SD,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SD,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SD,TPOPP,1987,696.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TN,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TN,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TN,TPOPP,1987,4783.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TX,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TX,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TX,TPOPP,1987,16622.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,US,GDPRX,1987,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,US,TETGR,1987,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
